year,exam,question_id,bucket,points,evaluated,correct
2018,112,2018B027,required,3,True,True
2018,112,2018B028,required,3,True,True
2018,112,2018B029,required,3,True,True
2018,112,2018B030,required,3,True,True
2018,112,2018B031,required,3,True,True
2018,112,2018B032,required,3,True,True
2018,112,2018B033,required,3,True,True
2018,112,2018B034,required,3,True,True
2018,112,2018B035,required,3,True,True
2018,112,2018B036,required,3,True,True
2018,112,2018B037,required,3,True,True
2018,112,2018B038,required,3,True,True
2018,112,2018B039,required,3,True,True
2018,112,2018B040,required,3,True,True
2018,112,2018B041,required,3,True,True
2018,112,2018B042,required,3,True,True
2018,112,2018B043,required,3,True,True
2018,112,2018B044,required,3,True,True
2018,112,2018B045,required,3,True,False
2018,112,2018B046,required,3,True,True
2018,112,2018B047,required,3,True,True
2018,112,2018B048,required,3,True,True
2018,112,2018B049,required,3,True,True
2018,112,2018C001,general_clinical,1,True,True
2018,112,2018C002,general_clinical,1,True,True
2018,112,2018C003,general_clinical,1,True,True
2018,112,2018C004,general_clinical,1,True,False
2018,112,2018C005,general_clinical,1,True,True
2018,112,2018C006,general_clinical,1,True,True
2018,112,2018C007,general_clinical,1,True,False
2018,112,2018C008,general_clinical,1,True,True
2018,112,2018C009,general_clinical,1,True,True
2018,112,2018C010,general_clinical,1,True,True
2018,112,2018C011,general_clinical,1,True,True
2018,112,2018C012,general_clinical,1,True,True
2018,112,2018C013,general_clinical,1,True,True
2018,112,2018C014,general_clinical,1,True,True
2018,112,2018C015,general_clinical,1,True,True
2018,112,2018C016,general_clinical,1,True,True
2018,112,2018C017,general_clinical,1,True,True
2018,112,2018C018,general_clinical,1,True,True
2018,112,2018C019,general_clinical,1,True,True
2018,112,2018C020,general_clinical,1,True,True
2018,112,2018C021,general_clinical,1,True,True
2018,112,2018C022,general_clinical,1,True,True
2018,112,2018C023,general_clinical,1,True,True
2018,112,2018C024,general_clinical,1,True,True
2018,112,2018C025,general_clinical,1,True,True
2018,112,2018C026,general_clinical,1,True,True
2018,112,2018C027,general_clinical,1,True,True
2018,112,2018C028,general_clinical,1,True,True
2018,112,2018C029,general_clinical,1,True,True
2018,112,2018C030,general_clinical,1,True,True
2018,112,2018C031,general_clinical,1,True,True
2018,112,2018C032,general_clinical,1,True,False
2018,112,2018C033,general_clinical,1,True,True
2018,112,2018C034,general_clinical,1,True,True
2018,112,2018C035,general_clinical,1,True,True
2018,112,2018C036,general_clinical,1,True,False
2018,112,2018C037,general_clinical,1,True,True
2018,112,2018C038,general_clinical,1,True,False
2018,112,2018C039,general_clinical,1,True,True
2018,112,2018C040,general_clinical,1,True,True
2018,112,2018C041,general_clinical,1,True,True
2018,112,2018C042,general_clinical,1,True,True
2018,112,2018C043,general_clinical,1,True,True
2018,112,2018C044,general_clinical,1,True,False
2018,112,2018C045,general_clinical,1,True,True
2018,112,2018C046,general_clinical,1,True,True
2018,112,2018C047,general_clinical,1,True,True
2018,112,2018C048,general_clinical,1,True,True
2018,112,2018C049,general_clinical,1,True,True
2018,112,2018C050,general_clinical,1,True,True
2018,112,2018C051,general_clinical,1,True,True
2018,112,2018C052,general_clinical,1,True,False
2018,112,2018C053,general_clinical,1,True,True
2018,112,2018C054,general_clinical,1,True,True
2018,112,2018C055,general_clinical,1,True,True
2018,112,2018C056,general_clinical,1,True,True
2018,112,2018C057,general_clinical,1,True,False
2018,112,2018C058,general_clinical,1,True,True
2018,112,2018C059,general_clinical,1,True,True
2018,112,2018C060,general_clinical,1,True,False
2018,112,2018C061,general_clinical,1,True,True
2018,112,2018C062,general_clinical,1,True,True
2018,112,2018C063,general_clinical,1,True,True
2018,112,2018C064,general_clinical,1,True,True
2018,112,2018C065,general_clinical,1,True,True
2018,112,2018C066,general_clinical,1,False,
2018,112,2018D001,general_clinical,1,True,True
2018,112,2018D002,general_clinical,1,True,True
2018,112,2018D003,general_clinical,1,True,True
2018,112,2018D004,general_clinical,1,True,True
2018,112,2018D005,general_clinical,1,True,True
2018,112,2018D006,general_clinical,1,True,False
2018,112,2018D007,general_clinical,1,True,True
2018,112,2018D008,general_clinical,1,True,True
2018,112,2018D009,general_clinical,1,True,True
2018,112,2018D010,general_clinical,1,True,False
2018,112,2018D011,general_clinical,1,True,True
2018,112,2018D012,general_clinical,1,True,True
2018,112,2018D013,general_clinical,1,True,True
2018,112,2018D014,general_clinical,1,True,True
2018,112,2018D015,general_clinical,1,True,True
2018,112,2018D016,general_clinical,1,True,True
2018,112,2018D017,general_clinical,1,True,True
2018,112,2018D018,general_clinical,1,True,True
2018,112,2018D019,general_clinical,1,True,True
2018,112,2018D020,general_clinical,1,True,True
2018,112,2018D021,general_clinical,1,True,True
2018,112,2018D022,general_clinical,1,True,True
2018,112,2018D023,general_clinical,1,True,False
2018,112,2018D024,general_clinical,1,True,True
2018,112,2018D025,general_clinical,1,True,True
2018,112,2018D026,general_clinical,1,True,False
2018,112,2018D027,general_clinical,1,True,True
2018,112,2018D028,general_clinical,1,True,True
2018,112,2018D029,general_clinical,1,True,True
2018,112,2018D030,general_clinical,1,True,False
2018,112,2018D031,general_clinical,1,True,True
2018,112,2018D032,general_clinical,1,True,True
2018,112,2018D033,general_clinical,1,True,True
2018,112,2018D034,general_clinical,1,True,True
2018,112,2018D035,general_clinical,1,True,True
2018,112,2018D036,general_clinical,1,True,True
2018,112,2018D037,general_clinical,1,True,True
2018,112,2018D038,general_clinical,1,True,True
2018,112,2018D039,general_clinical,1,True,True
2018,112,2018D040,general_clinical,1,True,False
2018,112,2018D041,general_clinical,1,True,True
2018,112,2018D042,general_clinical,1,True,True
2018,112,2018D043,general_clinical,1,True,False
2018,112,2018D044,general_clinical,1,True,False
2018,112,2018D045,general_clinical,1,True,True
2018,112,2018D046,general_clinical,1,True,False
2018,112,2018D047,general_clinical,1,True,True
2018,112,2018D048,general_clinical,1,True,False
2018,112,2018D049,general_clinical,1,True,True
2018,112,2018D050,general_clinical,1,True,True
2018,112,2018D051,general_clinical,1,True,True
2018,112,2018D052,general_clinical,1,True,True
2018,112,2018D053,general_clinical,1,True,True
2018,112,2018D054,general_clinical,1,True,True
2018,112,2018D055,general_clinical,1,True,True
2018,112,2018D056,general_clinical,1,True,False
2018,112,2018D057,general_clinical,1,True,True
2018,112,2018D058,general_clinical,1,True,True
2018,112,2018D059,general_clinical,1,True,True
2018,112,2018D060,general_clinical,1,True,False
2018,112,2018D061,general_clinical,1,True,True
2018,112,2018D062,general_clinical,1,True,True
2018,112,2018D063,general_clinical,1,True,True
2018,112,2018D064,general_clinical,1,True,True
2018,112,2018D065,general_clinical,1,True,True
2018,112,2018D066,general_clinical,1,True,True
2018,112,2018D067,general_clinical,1,True,False
2018,112,2018D068,general_clinical,1,True,True
2018,112,2018D069,general_clinical,1,True,True
2018,112,2018D070,general_clinical,1,True,True
2018,112,2018D071,general_clinical,1,True,True
2018,112,2018D072,general_clinical,1,True,True
2018,112,2018D073,general_clinical,1,True,True
2018,112,2018D074,general_clinical,1,True,True
2018,112,2018D075,general_clinical,1,True,False
2018,112,2018E001,required,1,True,True
2018,112,2018E002,required,1,True,True
2018,112,2018E003,required,1,True,True
2018,112,2018E004,required,1,True,True
2018,112,2018E005,required,1,True,True
2018,112,2018E006,required,1,True,True
2018,112,2018E007,required,1,True,True
2018,112,2018E008,required,1,True,True
2018,112,2018E009,required,1,True,True
2018,112,2018E010,required,1,True,True
2018,112,2018E011,required,1,True,False
2018,112,2018E012,required,1,True,True
2018,112,2018E013,required,1,True,True
2018,112,2018E014,required,1,True,True
2018,112,2018E015,required,1,True,True
2018,112,2018E016,required,1,True,True
2018,112,2018E017,required,1,True,True
2018,112,2018E018,required,1,True,True
2018,112,2018E019,required,1,True,True
2018,112,2018E020,required,1,True,True
2018,112,2018E021,required,1,True,True
2018,112,2018E022,required,1,True,True
2018,112,2018E023,required,1,True,False
2018,112,2018E024,required,1,True,True
2018,112,2018E025,required,1,True,True
2018,112,2018E026,required,3,True,True
2018,112,2018E027,required,3,True,True
2018,112,2018E028,required,3,True,True
2018,112,2018E029,required,3,True,False
2018,112,2018E030,required,3,True,True
2018,112,2018E031,required,3,True,True
2018,112,2018E032,required,3,True,True
2018,112,2018E033,required,3,True,True
2018,112,2018E034,required,3,True,True
2018,112,2018E035,required,3,True,True
2018,112,2018E036,required,3,True,False
2018,112,2018E037,required,3,True,True
2018,112,2018E038,required,3,True,True
2018,112,2018E039,required,3,True,True
2018,112,2018E040,required,3,True,True
2018,112,2018E041,required,3,True,True
2018,112,2018E042,required,3,True,True
2018,112,2018E043,required,3,True,True
2018,112,2018E044,required,3,True,True
2018,112,2018E045,required,3,True,True
2018,112,2018E046,required,3,True,True
2018,112,2018E047,required,3,True,True
2018,112,2018E048,required,3,True,True
2018,112,2018E049,required,3,True,False
2018,112,2018E050,required,3,True,True
2018,112,2018E051,required,3,True,True
2018,112,2018F001,general_clinical,1,True,False
2018,112,2018F002,general_clinical,1,True,True
2018,112,2018F003,general_clinical,1,True,True
2018,112,2018F004,general_clinical,1,True,True
2018,112,2018F005,general_clinical,1,True,True
2018,112,2018F006,general_clinical,1,True,True
2018,112,2018F007,general_clinical,1,True,False
2018,112,2018F008,general_clinical,1,True,True
2018,112,2018F009,general_clinical,1,True,True
2018,112,2018F010,general_clinical,1,True,True
2018,112,2018F011,general_clinical,1,True,False
2018,112,2018F012,general_clinical,1,True,False
2018,112,2018F013,general_clinical,1,True,True
2018,112,2018F014,general_clinical,1,True,False
2018,112,2018F015,general_clinical,1,True,True
2018,112,2018F016,general_clinical,1,True,False
2018,112,2018F017,general_clinical,1,True,True
2018,112,2018F018,general_clinical,1,True,True
2018,112,2018F019,general_clinical,1,True,True
2018,112,2018F020,general_clinical,1,True,True
2018,112,2018F021,general_clinical,1,True,True
2018,112,2018F022,general_clinical,1,True,True
2018,112,2018F023,general_clinical,1,True,True
2018,112,2018F024,general_clinical,1,True,False
2018,112,2018F025,general_clinical,1,True,True
2018,112,2018F026,general_clinical,1,True,False
2018,112,2018F027,general_clinical,1,True,True
2018,112,2018F028,general_clinical,1,True,True
2018,112,2018F029,general_clinical,1,True,True
2018,112,2018F030,general_clinical,1,True,True
2018,112,2018F031,general_clinical,1,True,True
2018,112,2018F032,general_clinical,1,True,True
2018,112,2018F033,general_clinical,1,True,True
2018,112,2018F034,general_clinical,1,True,True
2018,112,2018F035,general_clinical,1,True,True
2018,112,2018F036,general_clinical,1,True,True
2018,112,2018F037,general_clinical,1,True,True
2018,112,2018F038,general_clinical,1,True,True
2018,112,2018F039,general_clinical,1,True,True
2018,112,2018F040,general_clinical,1,True,True
2018,112,2018F041,general_clinical,1,True,True
2018,112,2018F042,general_clinical,1,True,True
2018,112,2018F043,general_clinical,1,True,True
2018,112,2018F044,general_clinical,1,True,True
2018,112,2018F045,general_clinical,1,True,True
2018,112,2018F046,general_clinical,1,True,False
2018,112,2018F047,general_clinical,1,True,True
2018,112,2018F048,general_clinical,1,True,True
2018,112,2018F049,general_clinical,1,True,True
2018,112,2018F050,general_clinical,1,True,True
2018,112,2018F051,general_clinical,1,True,False
2018,112,2018F052,general_clinical,1,True,True
2018,112,2018F053,general_clinical,1,True,True
2018,112,2018F054,general_clinical,1,True,True
2018,112,2018F055,general_clinical,1,True,False
2018,112,2018F056,general_clinical,1,True,True
2018,112,2018F057,general_clinical,1,True,True
2018,112,2018F058,general_clinical,1,True,True
2018,112,2018F059,general_clinical,1,True,True
2018,112,2018F060,general_clinical,1,True,True
2018,112,2018F061,general_clinical,1,True,True
2018,112,2018F062,general_clinical,1,True,True
2018,112,2018F063,general_clinical,1,True,True
2018,112,2018F064,general_clinical,1,True,True
2018,112,2018F065,general_clinical,1,True,True
2018,112,2018F066,general_clinical,1,True,True
2018,112,2018F067,general_clinical,1,True,True
2018,112,2018F068,general_clinical,1,True,True
2018,112,2018F069,general_clinical,1,True,True
2018,112,2018F070,general_clinical,1,True,True
2018,112,2018F071,general_clinical,1,True,True
2018,112,2018F072,general_clinical,1,True,True
2018,112,2018F073,general_clinical,1,True,False
2018,112,2018F074,general_clinical,1,True,False
2018,112,2018F075,general_clinical,1,True,True
2018,112,2018F076,general_clinical,1,True,True
2018,112,2018F077,general_clinical,1,True,True
2018,112,2018F078,general_clinical,1,True,True
2018,112,2018F079,general_clinical,1,True,True
2018,112,2018F080,general_clinical,1,True,True
2018,112,2018F081,general_clinical,1,True,True
2018,112,2018F082,general_clinical,1,True,True
2018,112,2018F083,general_clinical,1,True,True
2018,112,2018F084,general_clinical,1,False,
2019,113,2019A001,general_clinical,1,True,True
2019,113,2019A002,general_clinical,1,True,True
2019,113,2019A003,general_clinical,1,True,True
2019,113,2019A004,general_clinical,1,True,True
2019,113,2019A006,general_clinical,1,True,True
2019,113,2019A007,general_clinical,1,True,True
2019,113,2019A008,general_clinical,1,True,True
2019,113,2019A009,general_clinical,1,True,True
2019,113,2019A010,general_clinical,1,True,False
2019,113,2019A011,general_clinical,1,True,False
2019,113,2019A012,general_clinical,1,True,True
2019,113,2019A013,general_clinical,1,True,True
2019,113,2019A014,general_clinical,1,True,False
2019,113,2019A015,general_clinical,1,True,True
2019,113,2019A016,general_clinical,1,True,True
2019,113,2019A017,general_clinical,1,True,True
2019,113,2019A018,general_clinical,1,True,True
2019,113,2019A019,general_clinical,1,True,True
2019,113,2019A020,general_clinical,1,True,True
2019,113,2019A021,general_clinical,1,True,True
2019,113,2019A022,general_clinical,1,True,True
2019,113,2019A023,general_clinical,1,True,False
2019,113,2019A024,general_clinical,1,True,False
2019,113,2019A025,general_clinical,1,True,True
2019,113,2019A026,general_clinical,1,True,False
2019,113,2019A027,general_clinical,1,True,True
2019,113,2019A028,general_clinical,1,True,True
2019,113,2019A029,general_clinical,1,True,True
2019,113,2019A030,general_clinical,1,True,True
2019,113,2019A031,general_clinical,1,True,True
2019,113,2019A032,general_clinical,1,True,True
2019,113,2019A033,general_clinical,1,True,False
2019,113,2019A034,general_clinical,1,True,True
2019,113,2019A035,general_clinical,1,True,True
2019,113,2019A036,general_clinical,1,True,True
2019,113,2019A037,general_clinical,1,True,True
2019,113,2019A038,general_clinical,1,True,True
2019,113,2019A039,general_clinical,1,True,True
2019,113,2019A040,general_clinical,1,True,True
2019,113,2019A041,general_clinical,1,True,True
2019,113,2019A042,general_clinical,1,True,True
2019,113,2019A043,general_clinical,1,True,True
2019,113,2019A044,general_clinical,1,True,True
2019,113,2019A045,general_clinical,1,True,True
2019,113,2019A046,general_clinical,1,True,True
2019,113,2019A047,general_clinical,1,True,False
2019,113,2019A048,general_clinical,1,True,True
2019,113,2019A049,general_clinical,1,True,True
2019,113,2019A050,general_clinical,1,True,True
2019,113,2019A051,general_clinical,1,True,True
2019,113,2019A052,general_clinical,1,True,True
2019,113,2019A053,general_clinical,1,True,True
2019,113,2019A054,general_clinical,1,True,True
2019,113,2019A055,general_clinical,1,True,True
2019,113,2019A056,general_clinical,1,True,True
2019,113,2019A057,general_clinical,1,True,True
2019,113,2019A058,general_clinical,1,True,True
2019,113,2019A059,general_clinical,1,True,True
2019,113,2019A060,general_clinical,1,True,True
2019,113,2019A061,general_clinical,1,True,True
2019,113,2019A062,general_clinical,1,True,True
2019,113,2019A063,general_clinical,1,True,True
2019,113,2019A064,general_clinical,1,True,True
2019,113,2019A065,general_clinical,1,True,True
2019,113,2019A066,general_clinical,1,True,True
2019,113,2019A067,general_clinical,1,True,True
2019,113,2019A068,general_clinical,1,True,True
2019,113,2019A069,general_clinical,1,True,False
2019,113,2019A070,general_clinical,1,True,True
2019,113,2019A071,general_clinical,1,True,True
2019,113,2019A072,general_clinical,1,True,False
2019,113,2019A073,general_clinical,1,True,True
2019,113,2019A074,general_clinical,1,True,True
2019,113,2019A075,general_clinical,1,False,
2019,113,2019B001,required,1,True,True
2019,113,2019B002,required,1,True,True
2019,113,2019B003,required,1,True,True
2019,113,2019B004,required,1,True,True
2019,113,2019B005,required,1,True,True
2019,113,2019B006,required,1,True,True
2019,113,2019B007,required,1,True,True
2019,113,2019B008,required,1,True,False
2019,113,2019B009,required,1,True,True
2019,113,2019B010,required,1,True,True
2019,113,2019B011,required,1,True,True
2019,113,2019B012,required,1,True,True
2019,113,2019B013,required,1,True,True
2019,113,2019B014,required,1,True,True
2019,113,2019B015,required,1,True,True
2019,113,2019B016,required,1,True,True
2019,113,2019B017,required,1,True,True
2019,113,2019B018,required,1,True,True
2019,113,2019B019,required,1,True,True
2019,113,2019B020,required,1,True,True
2019,113,2019B021,required,1,True,True
2019,113,2019B022,required,1,True,True
2019,113,2019B023,required,1,True,True
2019,113,2019B024,required,1,True,False
2019,113,2019B025,required,1,True,True
2019,113,2019B026,required,3,True,False
2019,113,2019B027,required,3,True,True
2019,113,2019B028,required,3,True,False
2019,113,2019B029,required,3,True,True
2019,113,2019B030,required,3,True,True
2019,113,2019B031,required,3,True,True
2019,113,2019B032,required,3,True,True
2019,113,2019B033,required,3,True,True
2019,113,2019B034,required,3,True,True
2019,113,2019B035,required,3,True,True
2019,113,2019B036,required,3,True,True
2019,113,2019B037,required,3,True,True
2019,113,2019B038,required,3,True,True
2019,113,2019B039,required,3,True,True
2019,113,2019B040,required,3,True,True
2019,113,2019B041,required,3,True,True
2019,113,2019B042,required,3,True,True
2019,113,2019B043,required,3,True,True
2019,113,2019B044,required,3,True,True
2019,113,2019B045,required,3,True,True
2019,113,2019B046,required,3,True,True
2019,113,2019B047,required,3,True,False
2019,113,2019B048,required,3,True,False
2019,113,2019B049,required,3,True,False
2019,113,2019C001,general_clinical,1,True,True
2019,113,2019C002,general_clinical,1,True,True
2019,113,2019C003,general_clinical,1,True,True
2019,113,2019C004,general_clinical,1,True,True
2019,113,2019C005,general_clinical,1,True,True
2019,113,2019C006,general_clinical,1,True,True
2019,113,2019C007,general_clinical,1,True,False
2019,113,2019C008,general_clinical,1,True,True
2019,113,2019C009,general_clinical,1,True,True
2019,113,2019C010,general_clinical,1,True,True
2019,113,2019C011,general_clinical,1,True,True
2019,113,2019C012,general_clinical,1,True,True
2019,113,2019C013,general_clinical,1,True,True
2019,113,2019C014,general_clinical,1,True,True
2019,113,2019C015,general_clinical,1,True,False
2019,113,2019C016,general_clinical,1,True,True
2019,113,2019C017,general_clinical,1,True,True
2019,113,2019C018,general_clinical,1,True,True
2019,113,2019C019,general_clinical,1,True,True
2019,113,2019C020,general_clinical,1,True,True
2019,113,2019C021,general_clinical,1,True,True
2019,113,2019C022,general_clinical,1,True,True
2019,113,2019C023,general_clinical,1,True,True
2019,113,2019C024,general_clinical,1,True,True
2019,113,2019C025,general_clinical,1,True,True
2019,113,2019C026,general_clinical,1,True,True
2019,113,2019C027,general_clinical,1,True,True
2019,113,2019C028,general_clinical,1,True,False
2019,113,2019C029,general_clinical,1,True,True
2019,113,2019C030,general_clinical,1,True,True
2019,113,2019C031,general_clinical,1,True,True
2019,113,2019C032,general_clinical,1,True,True
2019,113,2019C033,general_clinical,1,True,True
2019,113,2019C035,general_clinical,1,True,True
2019,113,2019C036,general_clinical,1,True,True
2019,113,2019C037,general_clinical,1,True,True
2019,113,2019C038,general_clinical,1,True,True
2019,113,2019C039,general_clinical,1,True,True
2019,113,2019C040,general_clinical,1,True,True
2019,113,2019C041,general_clinical,1,True,True
2019,113,2019C042,general_clinical,1,True,True
2019,113,2019C043,general_clinical,1,True,True
2019,113,2019C044,general_clinical,1,True,True
2019,113,2019C045,general_clinical,1,True,True
2019,113,2019C046,general_clinical,1,True,True
2019,113,2019C047,general_clinical,1,True,True
2019,113,2019C048,general_clinical,1,True,True
2019,113,2019C049,general_clinical,1,True,False
2019,113,2019C050,general_clinical,1,True,False
2019,113,2019C051,general_clinical,1,True,False
2019,113,2019C052,general_clinical,1,True,True
2019,113,2019C053,general_clinical,1,True,True
2019,113,2019C054,general_clinical,1,True,True
2019,113,2019C055,general_clinical,1,True,True
2019,113,2019C056,general_clinical,1,True,True
2019,113,2019C057,general_clinical,1,True,True
2019,113,2019C058,general_clinical,1,True,True
2019,113,2019C059,general_clinical,1,True,True
2019,113,2019C060,general_clinical,1,True,True
2019,113,2019C061,general_clinical,1,True,True
2019,113,2019C062,general_clinical,1,True,True
2019,113,2019C063,general_clinical,1,True,True
2019,113,2019C064,general_clinical,1,True,True
2019,113,2019C065,general_clinical,1,True,True
2019,113,2019C066,general_clinical,1,True,True
2019,113,2019D001,general_clinical,1,True,True
2019,113,2019D002,general_clinical,1,True,True
2019,113,2019D003,general_clinical,1,True,True
2019,113,2019D004,general_clinical,1,True,False
2019,113,2019D005,general_clinical,1,True,True
2019,113,2019D006,general_clinical,1,True,True
2019,113,2019D007,general_clinical,1,True,True
2019,113,2019D008,general_clinical,1,True,True
2019,113,2019D009,general_clinical,1,True,False
2019,113,2019D010,general_clinical,1,True,True
2019,113,2019D011,general_clinical,1,True,False
2019,113,2019D012,general_clinical,1,True,True
2019,113,2019D013,general_clinical,1,True,True
2019,113,2019D014,general_clinical,1,True,True
2019,113,2019D015,general_clinical,1,True,True
2019,113,2019D016,general_clinical,1,True,True
2019,113,2019D017,general_clinical,1,True,True
2019,113,2019D018,general_clinical,1,True,True
2019,113,2019D019,general_clinical,1,True,True
2019,113,2019D020,general_clinical,1,True,True
2019,113,2019D021,general_clinical,1,True,True
2019,113,2019D022,general_clinical,1,True,True
2019,113,2019D023,general_clinical,1,True,True
2019,113,2019D024,general_clinical,1,True,False
2019,113,2019D025,general_clinical,1,True,True
2019,113,2019D026,general_clinical,1,True,True
2019,113,2019D027,general_clinical,1,True,True
2019,113,2019D028,general_clinical,1,True,True
2019,113,2019D029,general_clinical,1,True,True
2019,113,2019D030,general_clinical,1,True,True
2019,113,2019D031,general_clinical,1,True,True
2019,113,2019D032,general_clinical,1,True,True
2019,113,2019D033,general_clinical,1,True,True
2019,113,2019D034,general_clinical,1,True,True
2019,113,2019D035,general_clinical,1,True,True
2019,113,2019D036,general_clinical,1,True,True
2019,113,2019D037,general_clinical,1,True,True
2019,113,2019D038,general_clinical,1,True,True
2019,113,2019D039,general_clinical,1,True,True
2019,113,2019D040,general_clinical,1,True,False
2019,113,2019D041,general_clinical,1,True,True
2019,113,2019D042,general_clinical,1,True,True
2019,113,2019D043,general_clinical,1,True,True
2019,113,2019D044,general_clinical,1,True,True
2019,113,2019D045,general_clinical,1,True,True
2019,113,2019D046,general_clinical,1,True,True
2019,113,2019D047,general_clinical,1,True,True
2019,113,2019D048,general_clinical,1,True,True
2019,113,2019D049,general_clinical,1,True,True
2019,113,2019D050,general_clinical,1,True,False
2019,113,2019D051,general_clinical,1,True,True
2019,113,2019D052,general_clinical,1,True,True
2019,113,2019D053,general_clinical,1,True,True
2019,113,2019D054,general_clinical,1,True,True
2019,113,2019D055,general_clinical,1,True,True
2019,113,2019D056,general_clinical,1,True,True
2019,113,2019D057,general_clinical,1,True,True
2019,113,2019D058,general_clinical,1,True,True
2019,113,2019D059,general_clinical,1,True,True
2019,113,2019D060,general_clinical,1,True,True
2019,113,2019D061,general_clinical,1,True,True
2019,113,2019D062,general_clinical,1,True,False
2019,113,2019D063,general_clinical,1,True,True
2019,113,2019D064,general_clinical,1,True,True
2019,113,2019D065,general_clinical,1,True,True
2019,113,2019D066,general_clinical,1,True,True
2019,113,2019D067,general_clinical,1,True,True
2019,113,2019D068,general_clinical,1,True,False
2019,113,2019D069,general_clinical,1,True,False
2019,113,2019D070,general_clinical,1,True,False
2019,113,2019D071,general_clinical,1,True,True
2019,113,2019D072,general_clinical,1,True,True
2019,113,2019D073,general_clinical,1,True,True
2019,113,2019D074,general_clinical,1,True,True
